DAY,MONTH,MONTH_ID,YEAR,CAUSE,GROSS INCURRED AMOUNT
 14 ,April,4,2005,ACCIDENTAL DAMAGE,£149
 14 ,April,4,2005,FLOOD          ,£40
 14 ,April,4,2005,ACCIDENTAL DAMAGE,£619
 14 ,April,4,2005,THEFT,"£1,122"
 14 ,April,4,2005,WINDSTORM,£76
 15 ,April,4,2005,FLOOD          ,£493
 15 ,April,4,2005,ESCAPE OF WATER,"£2,077"
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£420
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£514
 15 ,April,4,2005,FLOOD          ,£896
 15 ,April,4,2005,FLOOD          ,"£1,283"
 15 ,April,4,2005,THEFT,£613
 15 ,April,4,2005,WINDSTORM,£0
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£230
 15 ,April,4,2005,ESCAPE OF WATER,£86
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£76
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£188
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£112
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£150
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£859
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£235
 15 ,April,4,2005,FLOOD          ,£489
 15 ,April,4,2005,FLOOD          ,£560
 15 ,April,4,2005,FLOOD          ,£603
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 15 ,April,4,2005,WINDSTORM,£410
 15 ,April,4,2005,WINDSTORM,£291
 15 ,April,4,2005,FIRE,£475
 15 ,April,4,2005,ACCIDENTAL DAMAGE,£249
 16 ,April,4,2005,FLOOD          ,£0
 16 ,April,4,2005,ACCIDENTAL DAMAGE,£250
 16 ,April,4,2005,ACCIDENTAL DAMAGE,£498
 16 ,April,4,2005,ACCIDENTAL DAMAGE,£156
 16 ,April,4,2005,FIRE,£283
 16 ,April,4,2005,ACCIDENTAL DAMAGE,"£2,285"
 16 ,April,4,2005,SUBSIDENCE     ,£499
 16 ,April,4,2005,FIRE,"£6,442"
 16 ,April,4,2005,WINDSTORM,£0
 16 ,April,4,2005,ACCIDENTAL DAMAGE,£490
 16 ,April,4,2005,ACCIDENTAL DAMAGE,£94
 16 ,April,4,2005,FLOOD          ,£87
 16 ,April,4,2005,FLOOD          ,£800
 17 ,April,4,2005,THEFT,"£1,365"
 17 ,April,4,2005,FLOOD          ,£0
 17 ,April,4,2005,ESCAPE OF WATER,"£1,345"
 17 ,April,4,2005,ESCAPE OF WATER,"£1,978"
 17 ,April,4,2005,THEFT,"£5,277"
 17 ,April,4,2005,ACCIDENTAL DAMAGE,£894
 17 ,April,4,2005,ACCIDENTAL DAMAGE,£640
 17 ,April,4,2005,FIRE,£213
 17 ,April,4,2005,ACCIDENTAL DAMAGE,£656
 17 ,April,4,2005,THEFT,"£1,329"
 17 ,April,4,2005,FLOOD          ,£814
 17 ,April,4,2005,FLOOD          ,"£2,703"
 17 ,April,4,2005,ACCIDENTAL DAMAGE,£528
 17 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 17 ,April,4,2005,ACCIDENTAL DAMAGE,£259
 17 ,April,4,2005,ACCIDENTAL DAMAGE,£247
 17 ,April,4,2005,FLOOD          ,£730
 17 ,April,4,2005,ACCIDENTAL DAMAGE,£629
 17 ,April,4,2005,FLOOD          ,"£4,109"
 17 ,April,4,2005,ACCIDENTAL DAMAGE,£350
 17 ,April,4,2005,THEFT,"£1,921"
 17 ,April,4,2005,FIRE,£455
 18 ,April,4,2005,ACCIDENTAL DAMAGE,£805
 18 ,April,4,2005,FLOOD          ,£639
 18 ,April,4,2005,ACCIDENTAL DAMAGE,£12
 18 ,April,4,2005,ACCIDENTAL DAMAGE,£12
 18 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 18 ,April,4,2005,ACCIDENTAL DAMAGE,£889
 18 ,April,4,2005,ACCIDENTAL DAMAGE,"£1,257"
 18 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 18 ,April,4,2005,ESCAPE OF WATER,£586
 18 ,April,4,2005,ESCAPE OF WATER,"£1,685"
 18 ,April,4,2005,THEFT,"£2,100"
 18 ,April,4,2005,ACCIDENTAL DAMAGE,£894
 18 ,April,4,2005,FIRE,"£11,746"
 18 ,April,4,2005,WINDSTORM,£0
 18 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 19 ,April,4,2005,ACCIDENTAL DAMAGE,£403
 19 ,April,4,2005,ACCIDENTAL DAMAGE,£694
 19 ,April,4,2005,ACCIDENTAL DAMAGE,£139
 19 ,April,4,2005,ACCIDENTAL DAMAGE,£830
 19 ,April,4,2005,ACCIDENTAL DAMAGE,£210
 19 ,April,4,2005,ACCIDENTAL DAMAGE,£526
 19 ,April,4,2005,WINDSTORM,£147
 19 ,April,4,2005,ACCIDENTAL DAMAGE,"£1,110"
 19 ,April,4,2005,THEFT,"£3,076"
 19 ,April,4,2005,THEFT,"£1,412"
 19 ,April,4,2005,WINDSTORM,£159
 19 ,April,4,2005,WINDSTORM,£0
 20 ,April,4,2005,ACCIDENTAL DAMAGE,£684
 20 ,April,4,2005,WINDSTORM,£462
 20 ,April,4,2005,FLOOD          ,"£9,417"
 20 ,April,4,2005,ACCIDENTAL DAMAGE,£415
 20 ,April,4,2005,ACCIDENTAL DAMAGE,£906
 20 ,April,4,2005,ACCIDENTAL DAMAGE,£805
 20 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 21 ,April,4,2005,ACCIDENTAL DAMAGE,£326
 21 ,April,4,2005,FLOOD          ,£0
 21 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 21 ,April,4,2005,ACCIDENTAL DAMAGE,£80
 21 ,April,4,2005,THEFT,"£1,250"
 21 ,April,4,2005,ACCIDENTAL DAMAGE,£200
 21 ,April,4,2005,ACCIDENTAL DAMAGE,£104
 21 ,April,4,2005,ACCIDENTAL DAMAGE,£342
 21 ,April,4,2005,THEFT,£264
 21 ,April,4,2005,ACCIDENTAL DAMAGE,£318
 21 ,April,4,2005,THEFT,"£2,916"
 21 ,April,4,2005,FLOOD          ,"£1,953"
 22 ,April,4,2005,THEFT,"£1,674"
 22 ,April,4,2005,ACCIDENTAL DAMAGE,"£1,012"
 22 ,April,4,2005,ACCIDENTAL DAMAGE,£788
 22 ,April,4,2005,THEFT,£523
 22 ,April,4,2005,ACCIDENTAL DAMAGE,£329
 22 ,April,4,2005,THEFT,£950
 22 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 22 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 22 ,April,4,2005,ACCIDENTAL DAMAGE,£40
 22 ,April,4,2005,ACCIDENTAL DAMAGE,"£1,020"
 23 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 23 ,April,4,2005,THEFT,£0
 23 ,April,4,2005,FLOOD          ,£0
 23 ,April,4,2005,FLOOD          ,£250
 23 ,April,4,2005,ACCIDENTAL DAMAGE,£709
 23 ,April,4,2005,ACCIDENTAL DAMAGE,£585
 23 ,April,4,2005,THEFT,£499
 23 ,April,4,2005,FLOOD          ,"£1,779"
 23 ,April,4,2005,ACCIDENTAL DAMAGE,"£1,792"
 23 ,April,4,2005,THEFT,£106
 23 ,April,4,2005,ACCIDENTAL DAMAGE,£140
 23 ,April,4,2005,THEFT,£0
 23 ,April,4,2005,THEFT,"£6,959"
 23 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£150
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£133
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£129
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£97
 24 ,April,4,2005,THEFT,"£1,000"
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£490
 24 ,April,4,2005,ESCAPE OF WATER,£730
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£40
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£317
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£756
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£290
 24 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 25 ,April,4,2005,ACCIDENTAL DAMAGE,£73
 25 ,April,4,2005,FLOOD          ,£448
 25 ,April,4,2005,ACCIDENTAL DAMAGE,"£1,606"
 25 ,April,4,2005,ACCIDENTAL DAMAGE,£307
 25 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 25 ,April,4,2005,FLOOD          ,£340
 25 ,April,4,2005,THEFT,£300
 25 ,April,4,2005,ACCIDENTAL DAMAGE,£29
 25 ,April,4,2005,ACCIDENTAL DAMAGE,£597
 25 ,April,4,2005,ACCIDENTAL DAMAGE,£87
 25 ,April,4,2005,ACCIDENTAL DAMAGE,£509
 25 ,April,4,2005,THEFT,£700
 25 ,April,4,2005,FLOOD          ,£502
 25 ,April,4,2005,FLOOD          ,£310
 25 ,April,4,2005,FLOOD          ,"£1,135"
 25 ,April,4,2005,WINDSTORM,£538
 25 ,April,4,2005,ACCIDENTAL DAMAGE,£109
 26 ,April,4,2005,WINDSTORM,£249
 26 ,April,4,2005,FIRE,£352
 26 ,April,4,2005,ACCIDENTAL DAMAGE,"£1,096"
 26 ,April,4,2005,THEFT,"£1,000"
 26 ,April,4,2005,THEFT,£264
 26 ,April,4,2005,THEFT,£396
 26 ,April,4,2005,FLOOD          ,£0
 26 ,April,4,2005,FIRE,"£26,669"
 26 ,April,4,2005,FIRE,"£33,368"
 26 ,April,4,2005,ACCIDENTAL DAMAGE,"£2,618"
 26 ,April,4,2005,ACCIDENTAL DAMAGE,£80
 26 ,April,4,2005,ACCIDENTAL DAMAGE,£178
 26 ,April,4,2005,SUBSIDENCE     ,£350
 27 ,April,4,2005,FLOOD          ,£40
 27 ,April,4,2005,ACCIDENTAL DAMAGE,£768
 27 ,April,4,2005,ACCIDENTAL DAMAGE,£50
 27 ,April,4,2005,ACCIDENTAL DAMAGE,£119
 27 ,April,4,2005,ACCIDENTAL DAMAGE,£104
 27 ,April,4,2005,ACCIDENTAL DAMAGE,£246
 27 ,April,4,2005,THEFT,£445
 27 ,April,4,2005,ACCIDENTAL DAMAGE,"£1,257"
 27 ,April,4,2005,ESCAPE OF WATER,"£2,236"
 27 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 27 ,April,4,2005,ACCIDENTAL DAMAGE,"£2,626"
 28 ,April,4,2005,ACCIDENTAL DAMAGE,£444
 28 ,April,4,2005,ESCAPE OF WATER,£0
 28 ,April,4,2005,ACCIDENTAL DAMAGE,£440
 28 ,April,4,2005,WINDSTORM,£0
 28 ,April,4,2005,THEFT,£544
 28 ,April,4,2005,THEFT,£399
 28 ,April,4,2005,THEFT,£266
 28 ,April,4,2005,THEFT,"£1,211"
 28 ,April,4,2005,THEFT,£247
 29 ,April,4,2005,ACCIDENTAL DAMAGE,£350
 29 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 29 ,April,4,2005,ACCIDENTAL DAMAGE,£209
 29 ,April,4,2005,THEFT,£0
 29 ,April,4,2005,THEFT,£937
 29 ,April,4,2005,THEFT,£264
 29 ,April,4,2005,ACCIDENTAL DAMAGE,£141
 29 ,April,4,2005,ACCIDENTAL DAMAGE,£392
 29 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 29 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 29 ,April,4,2005,FLOOD          ,£326
 29 ,April,4,2005,THEFT,£938
 29 ,April,4,2005,ACCIDENTAL DAMAGE,£234
 29 ,April,4,2005,THEFT,£0
 29 ,April,4,2005,WINDSTORM,£350
 29 ,April,4,2005,ACCIDENTAL DAMAGE,£0
 30 ,April,4,2005,FIRE,£197
 30 ,April,4,2005,ACCIDENTAL DAMAGE,£443
 30 ,April,4,2005,FLOOD          ,£360
 30 ,April,4,2005,THEFT,£739
 30 ,April,4,2005,ACCIDENTAL DAMAGE,£40
 30 ,April,4,2005,FIRE,£439
 30 ,April,4,2005,THEFT,£392
 30 ,April,4,2005,ACCIDENTAL DAMAGE,£226
 30 ,April,4,2005,WINDSTORM,£140
 30 ,April,4,2005,ACCIDENTAL DAMAGE,£120
 30 ,April,4,2005,WINDSTORM,£290
 30 ,April,4,2005,ESCAPE OF WATER,£0
 30 ,April,4,2005,WINDSTORM,£211
 30 ,April,4,2005,FLOOD          ,£424
 30 ,April,4,2005,ACCIDENTAL DAMAGE,£185
 30 ,April,4,2005,ACCIDENTAL DAMAGE,£89
 30 ,April,4,2005,WINDSTORM,"£1,771"
 30 ,April,4,2005,ACCIDENTAL DAMAGE,£179
 30 ,April,4,2005,THEFT,£112
 30 ,April,4,2005,THEFT,"£1,055"
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£674
 1 ,May,5,2005,ESCAPE OF WATER,"£1,375"
 1 ,May,5,2005,ESCAPE OF WATER,"£2,884"
 1 ,May,5,2005,WINDSTORM,£0
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£535
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£365
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£384
 1 ,May,5,2005,SUBSIDENCE     ,£441
 1 ,May,5,2005,FLOOD          ,£40
 1 ,May,5,2005,ESCAPE OF WATER,£110
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 1 ,May,5,2005,THEFT,£376
 1 ,May,5,2005,THEFT,£103
 1 ,May,5,2005,FLOOD          ,"£1,819"
 1 ,May,5,2005,WINDSTORM,£176
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£35
 1 ,May,5,2005,THEFT,£471
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£237
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£623
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£156
 1 ,May,5,2005,ESCAPE OF WATER,£0
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£198
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£550
 1 ,May,5,2005,WINDSTORM,£345
 1 ,May,5,2005,SUBSIDENCE     ,£310
 1 ,May,5,2005,WINDSTORM,£686
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£670
 1 ,May,5,2005,THEFT,£725
 1 ,May,5,2005,WINDSTORM,£159
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£159
 1 ,May,5,2005,FLOOD          ,£225
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£155
 1 ,May,5,2005,FLOOD          ,£40
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£45
 1 ,May,5,2005,WINDSTORM,£850
 1 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,509"
 1 ,May,5,2005,ACCIDENTAL DAMAGE,£29
 1 ,May,5,2005,WINDSTORM,"£1,459"
 1 ,May,5,2005,FLOOD          ,£0
 1 ,May,5,2005,WINDSTORM,£969
 1 ,May,5,2005,SUBSIDENCE     ,£0
 2 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,322"
 2 ,May,5,2005,ACCIDENTAL DAMAGE,£392
 2 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,256"
 2 ,May,5,2005,ACCIDENTAL DAMAGE,£100
 2 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,240"
 2 ,May,5,2005,ESCAPE OF WATER,£82
 2 ,May,5,2005,THEFT,£0
 2 ,May,5,2005,ACCIDENTAL DAMAGE,£128
 2 ,May,5,2005,ACCIDENTAL DAMAGE,£350
 2 ,May,5,2005,FLOOD          ,£368
 2 ,May,5,2005,FLOOD          ,"£1,085"
 2 ,May,5,2005,ACCIDENTAL DAMAGE,£174
 2 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 2 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,464"
 2 ,May,5,2005,FIRE,£214
 2 ,May,5,2005,FLOOD          ,£526
 2 ,May,5,2005,WINDSTORM,£0
 2 ,May,5,2005,WINDSTORM,£796
 2 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,449"
 2 ,May,5,2005,ACCIDENTAL DAMAGE,£449
 2 ,May,5,2005,ACCIDENTAL DAMAGE,£130
 2 ,May,5,2005,FLOOD          ,"£1,775"
 2 ,May,5,2005,FLOOD          ,£195
 2 ,May,5,2005,ACCIDENTAL DAMAGE,£272
 3 ,May,5,2005,ACCIDENTAL DAMAGE,£569
 3 ,May,5,2005,ACCIDENTAL DAMAGE,£367
 3 ,May,5,2005,ESCAPE OF WATER,£154
 3 ,May,5,2005,THEFT,£184
 3 ,May,5,2005,FIRE,£215
 3 ,May,5,2005,WINDSTORM,£0
 3 ,May,5,2005,WINDSTORM,"£1,257"
 3 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,225"
 3 ,May,5,2005,ACCIDENTAL DAMAGE,£325
 3 ,May,5,2005,THEFT,£736
 3 ,May,5,2005,WINDSTORM,£405
 4 ,May,5,2005,FLOOD          ,£785
 4 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,545"
 4 ,May,5,2005,THEFT,"£1,452"
 4 ,May,5,2005,ESCAPE OF WATER,£159
 4 ,May,5,2005,ACCIDENTAL DAMAGE,£169
 4 ,May,5,2005,THEFT,£159
 4 ,May,5,2005,ACCIDENTAL DAMAGE,£338
 4 ,May,5,2005,ACCIDENTAL DAMAGE,£109
 4 ,May,5,2005,ACCIDENTAL DAMAGE,£534
 4 ,May,5,2005,THEFT,£300
 4 ,May,5,2005,FIRE,"£2,250"
 4 ,May,5,2005,FLOOD          ,£299
 4 ,May,5,2005,SUBSIDENCE     ,"£7,496"
 5 ,May,5,2005,ACCIDENTAL DAMAGE,£434
 5 ,May,5,2005,ACCIDENTAL DAMAGE,£94
 5 ,May,5,2005,THEFT,£159
 5 ,May,5,2005,ACCIDENTAL DAMAGE,£342
 5 ,May,5,2005,FLOOD          ,£494
 5 ,May,5,2005,FLOOD          ,£681
 5 ,May,5,2005,THEFT,£267
 5 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 5 ,May,5,2005,FIRE,£297
 5 ,May,5,2005,FLOOD          ,"£1,386"
 5 ,May,5,2005,ACCIDENTAL DAMAGE,£70
 5 ,May,5,2005,FIRE,"£25,459"
 5 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 5 ,May,5,2005,ACCIDENTAL DAMAGE,£321
 6 ,May,5,2005,FIRE,"£2,692"
 6 ,May,5,2005,FLOOD          ,"£1,368"
 6 ,May,5,2005,ACCIDENTAL DAMAGE,£562
 6 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,294"
 6 ,May,5,2005,THEFT,£65
 6 ,May,5,2005,THEFT,£344
 6 ,May,5,2005,THEFT,£500
 6 ,May,5,2005,FLOOD          ,£525
 6 ,May,5,2005,FLOOD          ,"£1,005"
 6 ,May,5,2005,FIRE,£0
 6 ,May,5,2005,ACCIDENTAL DAMAGE,"£4,374"
 6 ,May,5,2005,ACCIDENTAL DAMAGE,£899
 7 ,May,5,2005,FLOOD          ,£45
 7 ,May,5,2005,ACCIDENTAL DAMAGE,£717
 7 ,May,5,2005,WINDSTORM,£234
 7 ,May,5,2005,FLOOD          ,£330
 7 ,May,5,2005,THEFT,£996
 7 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 7 ,May,5,2005,THEFT,£248
 7 ,May,5,2005,ACCIDENTAL DAMAGE,£40
 7 ,May,5,2005,THEFT,£230
 7 ,May,5,2005,FLOOD          ,£650
 7 ,May,5,2005,WINDSTORM,£50
 7 ,May,5,2005,THEFT,"£2,217"
 7 ,May,5,2005,ACCIDENTAL DAMAGE,£90
 7 ,May,5,2005,FLOOD          ,£407
 8 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,138"
 8 ,May,5,2005,ACCIDENTAL DAMAGE,£440
 8 ,May,5,2005,ACCIDENTAL DAMAGE,£138
 8 ,May,5,2005,ACCIDENTAL DAMAGE,£80
 8 ,May,5,2005,ACCIDENTAL DAMAGE,£48
 8 ,May,5,2005,ACCIDENTAL DAMAGE,£340
 8 ,May,5,2005,FIRE,"£1,351"
 8 ,May,5,2005,ACCIDENTAL DAMAGE,£195
 8 ,May,5,2005,FLOOD          ,£416
 8 ,May,5,2005,ACCIDENTAL DAMAGE,£252
 8 ,May,5,2005,ACCIDENTAL DAMAGE,£111
 9 ,May,5,2005,ACCIDENTAL DAMAGE,£159
 9 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 9 ,May,5,2005,ACCIDENTAL DAMAGE,£158
 9 ,May,5,2005,ACCIDENTAL DAMAGE,£87
 9 ,May,5,2005,ACCIDENTAL DAMAGE,£824
 9 ,May,5,2005,THEFT,"£1,350"
 9 ,May,5,2005,FLOOD          ,£0
 9 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 9 ,May,5,2005,ACCIDENTAL DAMAGE,£265
 9 ,May,5,2005,ACCIDENTAL DAMAGE,£347
 9 ,May,5,2005,ACCIDENTAL DAMAGE,£225
 9 ,May,5,2005,ACCIDENTAL DAMAGE,"£7,000"
 10 ,May,5,2005,THEFT,£0
 10 ,May,5,2005,FIRE,£0
 10 ,May,5,2005,THEFT,£428
 10 ,May,5,2005,ACCIDENTAL DAMAGE,£153
 10 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 10 ,May,5,2005,ACCIDENTAL DAMAGE,£845
 10 ,May,5,2005,FLOOD          ,"£1,810"
 10 ,May,5,2005,THEFT,£0
 10 ,May,5,2005,THEFT,"£3,901"
 10 ,May,5,2005,THEFT,"£1,683"
 10 ,May,5,2005,WINDSTORM,£71
 10 ,May,5,2005,FLOOD          ,£0
 11 ,May,5,2005,ACCIDENTAL DAMAGE,£375
 11 ,May,5,2005,ACCIDENTAL DAMAGE,£56
 11 ,May,5,2005,ACCIDENTAL DAMAGE,£220
 11 ,May,5,2005,ESCAPE OF WATER,£158
 11 ,May,5,2005,ACCIDENTAL DAMAGE,£669
 11 ,May,5,2005,ACCIDENTAL DAMAGE,£284
 11 ,May,5,2005,THEFT,£991
 11 ,May,5,2005,ACCIDENTAL DAMAGE,£907
 11 ,May,5,2005,ACCIDENTAL DAMAGE,£440
 11 ,May,5,2005,THEFT,£556
 11 ,May,5,2005,WINDSTORM,£159
 11 ,May,5,2005,THEFT,£90
 11 ,May,5,2005,ACCIDENTAL DAMAGE,£340
 11 ,May,5,2005,THEFT,£445
 11 ,May,5,2005,ACCIDENTAL DAMAGE,£399
 12 ,May,5,2005,ACCIDENTAL DAMAGE,£334
 12 ,May,5,2005,FIRE,£469
 12 ,May,5,2005,FLOOD          ,£560
 12 ,May,5,2005,ACCIDENTAL DAMAGE,£833
 12 ,May,5,2005,ACCIDENTAL DAMAGE,£626
 12 ,May,5,2005,ACCIDENTAL DAMAGE,£302
 12 ,May,5,2005,THEFT,"£1,546"
 12 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 12 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 12 ,May,5,2005,ACCIDENTAL DAMAGE,£88
 12 ,May,5,2005,THEFT,"£1,097"
 12 ,May,5,2005,FIRE,"£2,364"
 12 ,May,5,2005,ACCIDENTAL DAMAGE,£252
 13 ,May,5,2005,THEFT,£0
 13 ,May,5,2005,ACCIDENTAL DAMAGE,£373
 13 ,May,5,2005,ACCIDENTAL DAMAGE,£99
 13 ,May,5,2005,THEFT,£0
 13 ,May,5,2005,ACCIDENTAL DAMAGE,£302
 13 ,May,5,2005,WINDSTORM,"£1,069"
 13 ,May,5,2005,ACCIDENTAL DAMAGE,£222
 13 ,May,5,2005,ACCIDENTAL DAMAGE,£173
 14 ,May,5,2005,THEFT,"£6,051"
 14 ,May,5,2005,THEFT,£0
 14 ,May,5,2005,THEFT,"£1,004"
 14 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 14 ,May,5,2005,ACCIDENTAL DAMAGE,£148
 14 ,May,5,2005,ACCIDENTAL DAMAGE,£387
 14 ,May,5,2005,ESCAPE OF WATER,£60
 14 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 14 ,May,5,2005,FLOOD          ,£770
 14 ,May,5,2005,WINDSTORM,£235
 14 ,May,5,2005,ACCIDENTAL DAMAGE,£130
 14 ,May,5,2005,ACCIDENTAL DAMAGE,£66
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£161
 15 ,May,5,2005,FLOOD          ,£264
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£294
 15 ,May,5,2005,ACCIDENTAL DAMAGE,"£3,399"
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£269
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£230
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 15 ,May,5,2005,THEFT,£497
 15 ,May,5,2005,FIRE,£209
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£335
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£121
 15 ,May,5,2005,FLOOD          ,£809
 15 ,May,5,2005,FLOOD          ,"£4,314"
 15 ,May,5,2005,FLOOD          ,£59
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£58
 15 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 15 ,May,5,2005,FLOOD          ,"£1,558"
 15 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,071"
 16 ,May,5,2005,ACCIDENTAL DAMAGE,£535
 16 ,May,5,2005,THEFT,"£1,948"
 16 ,May,5,2005,THEFT,"£3,140"
 16 ,May,5,2005,ACCIDENTAL DAMAGE,£153
 16 ,May,5,2005,ESCAPE OF WATER,£201
 16 ,May,5,2005,ACCIDENTAL DAMAGE,£750
 16 ,May,5,2005,ACCIDENTAL DAMAGE,£120
 16 ,May,5,2005,ESCAPE OF WATER,£154
 16 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,764"
 16 ,May,5,2005,THEFT,£500
 16 ,May,5,2005,THEFT,£170
 16 ,May,5,2005,FIRE,£425
 16 ,May,5,2005,FLOOD          ,"£3,553"
 17 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,086"
 17 ,May,5,2005,ACCIDENTAL DAMAGE,£222
 17 ,May,5,2005,ACCIDENTAL DAMAGE,"£1,332"
 17 ,May,5,2005,FLOOD          ,£31
 17 ,May,5,2005,FLOOD          ,"£5,615"
 17 ,May,5,2005,ACCIDENTAL DAMAGE,£714
 17 ,May,5,2005,FIRE,£264
 17 ,May,5,2005,FIRE,"£1,340"
 17 ,May,5,2005,ACCIDENTAL DAMAGE,£251
 17 ,May,5,2005,WINDSTORM,£609
 17 ,May,5,2005,ACCIDENTAL DAMAGE,£360
 17 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 17 ,May,5,2005,ACCIDENTAL DAMAGE,£269
 18 ,May,5,2005,ACCIDENTAL DAMAGE,£537
 18 ,May,5,2005,ACCIDENTAL DAMAGE,£0
 18 ,May,5,2005,ACCIDENTAL DAMAGE,£129
 18 ,May,5,2005,THEFT,£701
 18 ,May,5,2005,FIRE,£0
 18 ,May,5,2005,ACCIDENTAL DAMAGE,£50
 18 ,May,5,2005,ESCAPE OF WATER,£87
 18 ,May,5,2005,ACCIDENTAL DAMAGE,£64
 18 ,May,5,2005,FLOOD          ,£0
 18 ,May,5,2005,FLOOD          ,£180
 18 ,May,5,2005,ACCIDENTAL DAMAGE,£156
 18 ,May,5,2005,ACCIDENTAL DAMAGE,£581
 18 ,May,5,2005,ACCIDENTAL DAMAGE,£626
 18 ,May,5,2005,FLOOD          ,£400
 18 ,May,5,2005,FLOOD          ,£0
 18 ,May,5,2005,FLOOD          ,£0
